Planet Name,disc_year,semi major axis (au),pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet radius (earth radius),pl_radeerr1,pl_radeerr2,pl_radelim,planet mass (earth mass),pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,radius of star (solar radius),st_raderr1,st_raderr2,st_radlim,mass of star (solar masses),st_masserr1,st_masserr2,st_masslim,metallicity = log(k)*metallicity of sun,st_meterr1,st_meterr2,st_metlim,rowupdate
WASP-187 b,2020,0.0653,0.0013,-0.0013,0,18.383,0.56,-0.56,0,254.264,28.6047,-28.6047,0,0.224,0.034,-0.031,0,2.83,0.05,-0.05,0,1.54,0.09,-0.09,0,0,0.11,-0.11,0,10-12-2020
HATS-72 b,2020,0.066517,0.000085,-0.000085,0,8.097,0.036,-0.036,0,39.85588,1.23954,-1.23954,0,0.411,0.015,-0.01,0,0.72,0,0,0,0.73,0,0,0,0.099,0.014,-0.014,0,21-02-2020
WASP-150 b,2020,0.0694,0.0011,-0.0008,0,11.994,0.269,-0.28,0,2688.8418,88.9924,-63.566,0,8.54,0.66,-0.62,0,1.65,0.02,-0.03,0,1.39,0.07,-0.05,0,0.156,0.1,-0.089,0,15-05-2020
TOI-1130 c,2020,0.07098,0.00056,-0.0006,0,16.814,3.026,-2.466,0,309.56642,13.66669,-13.98452,0,0.38,0.24,-0.15,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,0.2,,,-1,26-03-2020
TOI-1130 c,2020,0.07191,0.00058,-0.00058,0,13.32,1.55,-1.41,0,325.69,5.59,-5.59,0,0.75,0.31,-0.21,0,0.69,0.01,-0.01,0,0.71,0.02,-0.02,0,0.3,0.06,-0.06,0,05-02-2024
TOI-1266 b,2020,0.0728,0.0011,-0.0011,0,2.62,0.11,-0.11,0,4.23,0.69,-0.69,0,1.3,0.3,-0.3,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,25-03-2024
LTT 3780 c,2020,0.0757,0.0018,-0.0018,0,2.39,0.1,-0.11,0,8.04,0.5,-0.48,0,3.24,0.55,-0.43,0,0.38,0.01,-0.01,0,0.38,0.02,-0.03,0,0.06,0.11,-0.11,0,26-03-2024
NGTS-12 b,2020,0.0757,0.0014,-0.0014,0,11.747,0.359,-0.359,0,66.10864,6.99226,-6.99226,0,0.223,0.029,-0.029,0,1.59,0.04,-0.04,0,1.02,0.06,-0.05,0,-0.03,0.11,-0.11,0,16-10-2020
LTT 3780 c,2020,0.0762,0.0034,-0.0034,0,2.42,0.1,-0.1,0,6.29,0.63,-0.61,0,2.45,0.44,-0.37,0,0.38,0.01,-0.01,0,0.38,0.02,-0.02,0,0.09,0.16,-0.16,0,03-08-2021
LTT 3780 c,2020,0.07673,0.00075,-0.00077,0,2.3,0.16,-0.15,0,8.6,1.6,-1.3,0,3.9,1,-0.9,0,0.37,0.01,-0.01,0,0.4,0.01,-0.01,0,0.28,0.11,-0.13,0,28-05-2020
HD 191939 b,2020,0.078,0.001,-0.001,0,3.39,0.07,-0.07,0,10.4,0.9,-0.9,0,1.5,0.2,-0.2,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,28-03-2022
HD 191939 b,2020,0.0804,0.0025,-0.0023,0,3.41,0.075,-0.075,0,10,0.7,-0.7,0,1.4,0.15,-0.13,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,14-11-2022
WASP-148 b,2020,0.08215,0.00086,-0.0015,0,8.474,0.146,-0.191,0,91.21675,6.99222,-5.08525,0,0.831,0.087,-0.069,0,0.91,0.01,-0.01,0,0.95,0.03,-0.05,0,0.099,0.078,-0.078,0,03-10-2022
CoRoT-30 b,2020,0.0844,0.0012,-0.0012,0,11.31,0.852,-0.852,0,921.707,69.9226,-69.9226,0,3.45,0.65,-0.65,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.02,0.1,-0.1,0,10-04-2020
WASP-148 b,2020,0.0845,0.0022,-0.0022,0,8.093,0.616,-0.616,0,92.48853,7.94575,-7.94575,0,0.96,0.26,-0.26,0,1.03,0.2,-0.2,0,1,0.08,-0.08,0,0.11,0.08,-0.08,0,02-07-2020
TOI-561 c,2020,0.08809,0.0007,-0.0007,0,2.878,0.096,-0.096,0,5.4,0.98,-0.98,0,1.3,0.3,-0.3,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,04-01-2021
TOI-561 c,2020,0.0884,0.0009,-0.0009,0,2.91,0.04,-0.04,0,5.39,0.69,-0.68,0,1.2,0.2,-0.2,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,15-03-2023
TOI-561 c,2020,0.0888,0.0011,-0.0011,0,2.9,0.13,-0.13,0,7,2.3,-2.3,0,1.6,0.6,-0.6,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,-0.41,0.05,-0.05,0,04-01-2021
TOI-561 c,2020,0.089,0.003,-0.003,0,2.91,0.04,-0.04,0,6.6,0.73,-0.73,0,1.46,0.19,-0.19,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,-0.41,0.05,-0.05,0,15-03-2023
TOI-776 c,2020,0.1,0.0024,-0.0024,0,2.02,0.14,-0.14,0,5.3,1.8,-1.8,0,3.5,1.4,-1.3,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,-0.2,0.12,-0.12,0,04-01-2021
TOI-776 c,2020,0.1001,0.0022,-0.0024,0,2.047,0.081,-0.078,0,6.9,2.6,-2.5,0,4.4,1.8,-1.6,0,0.55,0.02,-0.02,0,0.54,0.04,-0.04,0,-0.21,0.08,-0.08,0,10-06-2024
TOI-763 c,2020,0.1011,0.001,-0.001,0,2.63,0.12,-0.12,0,9.32,1.02,-1.02,0,2.82,0.54,-0.47,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,0.01,0.05,-0.05,0,17-09-2020
K2-329 b,2020,0.1016,0.0018,-0.0019,0,8.676,0.291,-0.269,0,82.6358,6.3566,-6.99226,0,0.694,0.07,-0.072,0,0.82,0.03,-0.02,0,0.9,0.05,-0.05,0,0.098,0.065,-0.07,0,13-11-2020
TOI-1266 c,2020,0.1047,0.0016,-0.0016,0,2.13,0.12,-0.12,0,2.88,0.8,-0.8,0,1.6,0.6,-0.5,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,25-03-2024
TOI-421 c,2020,0.1189,0.0039,-0.0039,0,5.09,0.16,-0.15,0,16.42,1.06,-1.04,0,0.685,0.08,-0.072,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,-0.02,0.05,-0.05,0,01-10-2020
TIC 237913194 b,2020,0.1207,0.0037,-0.0037,0,12.52,0.605,-0.527,0,617.22586,29.24036,-28.92253,0,1.847,0.28,-0.26,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,0.14,0.05,-0.05,0,10-12-2020
EPIC 249893012 c,2020,0.13,0.01,-0.02,0,3.67,0.17,-0.14,0,14.67,1.84,-1.89,0,1.62,0.3,-0.29,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,06-02-2020
TOI-125 d,2020,0.137,0.0022,-0.0022,0,2.93,0.17,-0.17,0,13.6,1.2,-1.2,0,2.98,0.65,-0.52,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,06-02-2020
HD 332231 b,2020,0.1436,0.0032,-0.0033,0,9.718,0.303,-0.28,0,77.55052,6.67443,-6.67443,0,0.464,0.054,-0.052,0,1.28,0.04,-0.04,0,1.13,0.08,-0.08,0,0.036,0.059,-0.058,0,15-05-2020
TOI-1899 b,2020,0.1525,0.0065,-0.006,0,11.097,0.336,-0.336,0,212.94503,12.71314,-12.71314,0,0.85,0.1,-0.1,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,0.28,0.11,-0.11,0,15-04-2024
TOI-561 d,2020,0.1569,0.0012,-0.0012,0,2.53,0.13,-0.13,0,11.95,1.28,-1.28,0,4.1,0.8,-0.8,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,04-01-2021
TOI-561 d,2020,0.158,0.002,-0.002,0,2.82,0.07,-0.07,0,13.2,1,-0.9,0,3.2,0.3,-0.3,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,15-03-2023
TOI-1899 b,2020,0.1587,0.0067,-0.0075,0,12.89,0.448,-0.56,0,209.7678,22.2481,-22.2481,0,0.54,0.09,-0.1,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,0.31,0.11,-0.12,0,04-01-2021
TOI-561 d,2020,0.159,0.006,-0.006,0,2.82,0.07,-0.07,0,12.15,1.1,-1.1,0,2.81,0.33,-0.33,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,-0.41,0.05,-0.05,0,15-03-2023
HD 191939 c,2020,0.17,0.002,-0.002,0,3.08,0.07,-0.07,0,7.2,1.4,-1.4,0,1.4,0.3,-0.3,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,28-03-2022
HD 191939 c,2020,0.1752,0.0055,-0.005,0,3.195,0.075,-0.075,0,8,1,-1,0,1.35,0.2,-0.2,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,14-11-2022
NGTS-11 b,2020,0.201,0.0021,-0.0022,0,9.158,0.314,-0.359,0,109.33352,29.24036,-23.20159,0,0.78,0.21,-0.17,0,0.83,0.01,-0.01,0,0.86,0.03,-0.03,0,0.22,0.08,-0.08,0,02-07-2020
HD 191939 d,2020,0.207,0.003,-0.003,0,3.04,0.07,-0.07,0,5.8,,,1,0.5,0.3,-0.3,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,28-03-2022
HD 191939 d,2020,0.2132,0.0065,-0.0061,0,2.995,0.07,-0.07,0,2.8,0.6,-0.6,0,0.57,0.13,-0.13,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,14-11-2022
EPIC 249893012 d,2020,0.22,0.02,-0.04,0,3.94,0.13,-0.12,0,10.18,2.46,-2.42,0,0.91,0.25,-0.23,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,06-02-2020
HD 95338 b,2020,0.262,0.002,-0.002,0,3.89,0.19,-0.2,0,42.44,2.22,-2.08,0,3.98,0.62,-0.64,0,0.87,0.04,-0.04,0,0.83,0.02,-0.02,0,0.04,0.1,-0.1,0,17-07-2020
TOI-561 e,2020,0.3274,0.0028,-0.0027,0,2.67,0.11,-0.11,0,16,2.3,-2.3,0,4.6,0.9,-0.9,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,04-01-2021
TOI-561 e,2020,0.328,0.003,-0.003,0,2.55,0.12,-0.13,0,12.6,1.4,-1.4,0,4.2,0.8,-0.8,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,15-03-2023
TOI-561 e,2020,0.33,0.01,-0.01,0,2.55,0.13,-0.13,0,13.6,1.4,-1.4,0,4.91,0.74,-0.74,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,-0.41,0.05,-0.05,0,15-03-2023
TOI-1338 b,2020,0.4607,0.0084,-0.0088,0,6.85,0.19,-0.19,0,33,20.3,-19.6,0,0.56,0.34,-0.33,0,1.33,0.02,-0.03,0,1.13,0.07,-0.07,0,0.01,0.05,-0.05,0,29-05-2020
Kepler-1661 b,2020,0.633,0.005,-0.005,0,3.87,0.06,-0.06,0,17,12,-12,0,1.6,1.1,-1.1,0,0.76,0.01,-0.01,0,0.84,0.02,-0.02,0,-0.12,0.1,-0.1,0,21-02-2020
NGTS-6 b,2019,0.01677,0.00032,-0.00032,0,14.863,1.087,-1.255,0,425.57437,8.89924,-8.89924,0,0.711,0.214,-0.136,0,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,0.11,0.09,-0.09,0,20-09-2019
NGTS-4 b,2019,0.019,0.005,-0.005,0,3.18,0.26,-0.26,0,20.6,3,-3,0,3.45,0.95,-0.95,0,0.84,0.01,-0.01,0,0.75,0.02,-0.02,0,-0.28,0.1,-0.1,0,14-05-2019
HD 213885 b,2019,0.02012,0.00015,-0.00012,0,1.745,0.051,-0.052,0,8.83,0.66,-0.65,0,9.15,1.1,-1,0,1.1,0.01,-0.01,0,1.07,0.02,-0.02,0,-0.04,0.03,-0.03,0,02-12-2019
L 98-59 b,2019,0.02191,0.0008,-0.00084,0,0.85,0.061,-0.047,0,0.4,0.16,-0.15,0,3.6,1.4,-1.5,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,-0.46,0.26,-0.26,0,23-08-2021
L 98-59 b,2019,0.02282,0.00008,-0.00008,0,0.8,0.05,-0.05,0,1.01,,,1,12.7,,,1,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-0.5,0.5,-0.5,0,10-04-2020
Qatar-9 b,2019,0.0234,0.0003,-0.0003,0,11.31,0.157,-0.157,0,378.2177,50.8528,-50.8528,0,1.43,0.2,-0.2,0,0.7,0.01,-0.01,0,0.72,0.02,-0.02,0,0.252,0.076,-0.076,0,30-04-2019
Qatar-10 b,2019,0.0286,0.0006,-0.0006,0,17.295,0.448,-0.448,0,233.92288,28.6047,-28.6047,0,0.248,0.036,-0.036,0,1.25,0.03,-0.03,0,1.16,0.07,-0.07,0,0.016,0.089,-0.089,0,30-04-2019
L 98-59 c,2019,0.0304,0.0011,-0.0012,0,1.385,0.095,-0.075,0,2.22,0.26,-0.25,0,4.57,0.77,-0.85,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,-0.46,0.26,-0.26,0,23-08-2021
L 98-59 c,2019,0.0317,0.0001,-0.0001,0,1.35,0.07,-0.07,0,2.42,0.35,-0.34,0,5.4,1.3,-1,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-0.5,0.5,-0.5,0,10-04-2020
TOI-270 b,2019,0.03197,0.00022,-0.00022,0,1.206,0.039,-0.039,0,1.58,0.26,-0.26,0,4.97,0.94,-0.94,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,03-08-2021
K2-291 b,2019,0.03261,0.00044,-0.00044,0,1.589,0.095,-0.072,0,6.49,1.16,-1.16,0,8.84,2.5,-2.03,0,0.9,0.04,-0.03,0,0.93,0.04,-0.04,0,0.08,0.04,-0.05,0,22-01-2019
K2-146 c,2019,0.0327,0.0006,-0.0006,0,2.59,1.81,-0.39,0,7.1,0.9,-0.9,0,2.246,1.883,-1.846,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.02,0.12,-0.12,0,12-07-2021
KELT-23 A b,2019,0.03302,0.00068,-0.00064,0,14.83,0.28,-0.28,0,298.12454,15.25584,-13.98452,0,0.503,0.039,-0.036,0,1,0.01,-0.01,0,0.94,0.06,-0.05,0,-0.105,0.078,-0.077,0,07-06-2019
HATS-57 b,2019,0.03493,0.00021,-0.0003,0,12.767,0.314,-0.314,0,1000.21101,23.20159,-23.20159,0,2.65,0.21,-0.21,0,0.96,0.01,-0.01,0,1.03,0.02,-0.03,0,0.268,0.043,-0.043,0,09-08-2019
GJ 357 b,2019,0.035,0.002,-0.002,0,1.217,0.084,-0.083,0,1.84,0.31,-0.31,0,5.6,1.7,-1.3,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,-0.12,0.16,-0.16,0,09-08-2019
NGTS-8 b,2019,0.035,0.001,-0.001,0,12.218,0.336,-0.336,0,295.5819,12.7132,-9.5349,0,0.89,0.08,-0.07,0,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0,0.24,0.09,-0.09,0,18-11-2019
Qatar-7 b,2019,0.0352,0.0002,-0.0002,0,19.055,0.336,-0.336,0,597.5204,79.4575,-79.4575,0,0.502,0.071,-0.071,0,1.56,0.02,-0.02,0,1.41,0.03,-0.03,0,0.276,0.071,-0.071,0,01-05-2020
HATS-70 b,2019,0.03632,0.00074,-0.00087,0,15.513,0.886,-0.829,0,4100.007,572.094,-508.528,0,6.64,1.6,-1.3,0,1.88,0.06,-0.07,0,1.78,0.12,-0.12,0,0.041,0.095,-0.107,0,02-12-2019
HATS-54 b,2019,0.03763,0.00024,-0.00024,0,11.96,0.583,-0.583,0,241.5508,31.783,-31.783,0,0.77,0.16,-0.16,0,1.32,0.04,-0.04,0,1.1,0.02,-0.02,0,0.396,0.031,-0.031,0,09-08-2019
LTT 1445 A b,2019,0.03807,0.00068,-0.00071,0,1.38,0.13,-0.12,0,2.2,1.7,-2.1,0,4.4,4,-4.2,0,0.28,0.02,-0.02,0,0.26,0.01,-0.01,0,-0.34,0.08,-0.08,0,09-08-2019
LTT 1445 A b,2019,0.03813,0.00068,-0.0007,0,1.305,0.066,-0.061,0,2.87,0.26,-0.25,0,7.1,1.2,-1.1,0,0.27,0.01,-0.01,0,0.26,0.01,-0.01,0,-0.34,0.09,-0.09,0,24-01-2022
WASP-177 b,2019,0.03957,0.00058,-0.00058,0,17.71,7.398,-4.035,0,161.45764,12.07754,-12.07754,0,0.172,0.203,-0.11,0,0.89,0.05,-0.05,0,0.88,0.04,-0.04,0,0.25,0.04,-0.04,0,16-04-2019
WASP-192 b,2019,0.0408,0.0008,-0.0008,0,13.787,0.897,-0.897,0,731.009,50.8528,-50.8528,0,1.62,0.41,-0.41,0,1.32,0.07,-0.07,0,1.09,0.06,-0.06,0,0.14,0.08,-0.08,0,02-10-2019
WASP-175 b,2019,0.04403,0.00055,-0.00055,0,13.54,0.908,-0.908,0,314.6517,41.3179,-41.3179,0,0.74,0.2,-0.15,0,1.2,0.06,-0.06,0,1.21,0.04,-0.04,0,0.15,0.069,-0.069,0,04-09-2019
XO-7 b,2019,0.04421,0.00062,-0.00062,0,15.39,0.291,-0.291,0,225.34147,10.80622,-10.80622,0,0.34,0.027,-0.027,0,1.48,0.02,-0.02,0,1.41,0.06,-0.06,0,0.432,0.057,-0.057,0,13-01-2020
WASP-182 b,2019,0.0451,0.0009,-0.0009,0,9.528,0.336,-0.336,0,47.03884,3.49613,-3.49613,0,0.318,0.058,-0.058,0,1.34,0.03,-0.03,0,1.08,0.06,-0.06,0,0.27,0.11,-0.11,0,04-09-2019
TOI-270 c,2019,0.04526,0.00031,-0.00031,0,2.355,0.064,-0.064,0,6.15,0.37,-0.37,0,2.6,0.26,-0.26,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,03-08-2021
WASP-183 b,2019,0.04632,0.00075,-0.00075,0,16.477,10.536,-3.699,0,159.55066,14.93801,-14.93801,0,0.21,0.24,-0.16,0,0.87,0.04,-0.04,0,0.78,0.04,-0.04,0,-0.31,0.04,-0.04,0,16-04-2019
HAT-P-70 b,2019,0.04739,0.00031,-0.00106,0,20.961,1.681,-1.121,0,2154.8874,,,0,1.54,,,0,1.86,0.12,-0.09,0,1.89,0.01,-0.01,0,-0.059,0.075,-0.088,0,12-08-2019
Qatar-8 b,2019,0.0474,0.0008,-0.0008,0,14.404,0.247,-0.247,0,117.91493,19.70546,-19.70546,0,0.216,0.037,-0.037,0,1.31,0.02,-0.02,0,1.03,0.05,-0.05,0,0.025,0.071,-0.071,0,30-04-2019
WASP-180 A b,2019,0.048,0.001,-0.001,0,13.899,0.448,-0.448,0,286.047,31.783,-31.783,0,0.61,0.07,-0.07,0,1.19,0.06,-0.06,0,1.3,0.1,-0.1,0,0.1,0.2,-0.2,0,20-09-2019
L 98-59 d,2019,0.0486,0.0018,-0.0019,0,1.521,0.119,-0.098,0,1.94,0.28,-0.28,0,2.95,0.79,-0.51,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,-0.46,0.26,-0.26,0,23-08-2021
K2-32 e,2019,0.04899,0.00041,-0.00038,0,1.212,0.052,-0.046,0,2.1,1.3,-1.1,0,6.3,4.13,-3.49,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.06,0.03,-0.03,0,17-05-2021
WASP-171 b,2019,0.0504,0.00083,-0.00083,0,10.985,0.785,-0.448,0,344.52772,29.87602,-29.87602,0,1.5,0.23,-0.29,0,1.64,0.09,-0.05,0,1.17,0.06,-0.06,0,0.04,0.07,-0.07,0,04-09-2019
L 98-59 d,2019,0.0506,0.0002,-0.0002,0,1.57,0.14,-0.14,0,2.31,0.46,-0.45,0,3.3,1.3,-0.9,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-0.5,0.5,-0.5,0,10-04-2020
TOI-125 b,2019,0.05186,0.00086,-0.00077,0,2.726,0.075,-0.075,0,9.5,0.88,-0.88,0,2.57,0.33,-0.33,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,06-02-2020
HD 202772 A b,2019,0.05208,0.00064,-0.00068,0,17.318,0.583,-0.673,0,323.23311,22.2481,-21.61244,0,0.343,0.043,-0.035,0,2.59,0.08,-0.09,0,1.72,0.06,-0.07,0,0.3,0.06,-0.06,0,28-01-2019
HD 15337 b,2019,0.0522,0.0012,-0.0012,0,1.64,0.06,-0.06,0,7.51,1.09,-1.01,0,9.3,1.81,-1.58,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0,14-05-2019
HD 15337 b,2019,0.05245,0.00085,-0.00072,0,1.699,0.062,-0.059,0,7.2,0.81,-0.81,0,8.05,1.93,-1.61,0,0.84,0.02,-0.02,0,0.85,0.04,-0.03,0,0.03,0.04,-0.04,0,02-10-2019
HATS-55 b,2019,0.05412,0.00014,-0.00018,0,14.022,0.291,-0.291,0,292.72143,24.15508,-24.15508,0,0.587,0.062,-0.062,0,1.13,0.01,-0.01,0,1.2,0.01,-0.01,0,0.108,0.046,-0.03,0,09-08-2019
WASP-181 b,2019,0.05427,0.00069,-0.00069,0,13.271,0.796,-0.661,0,95.03117,10.80622,-10.80622,0,0.237,0.044,-0.044,0,0.96,0.04,-0.04,0,1.04,0.04,-0.04,0,0.09,0.04,-0.04,0,16-04-2019
Kepler-1658 b,2019,0.0544,0.0007,-0.0007,0,11.994,0.56,-0.56,0,1868.8404,149.3801,-146.2018,0,6.36,1.07,-0.91,0,2.89,0.13,-0.11,0,1.45,0.06,-0.06,0,-0.18,0.1,-0.1,0,11-03-2019
WASP-178 b,2019,0.0545,0.0013,-0.0015,0,21.745,0.673,-0.65,0,448.1403,136.6669,-162.0933,0,0.238,0.077,-0.088,0,1.8,0.05,-0.05,0,1.93,0.14,-0.16,0,-0.06,0.3,-0.34,0,13-11-2020
WASP-178 b,2019,0.0558,0.001,-0.001,0,20.288,1.009,-1.009,0,527.5978,38.1396,-38.1396,0,0.37,0.07,-0.07,0,1.67,0.07,-0.07,0,2.07,0.11,-0.11,0,0.21,0.16,-0.16,0,02-10-2019
NGTS-9 b,2019,0.058,0.003,-0.002,0,11.994,0.673,-0.673,0,921.707,54.0311,-54.0311,0,2.93,0.53,-0.49,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,0.31,0.15,-0.15,0,18-11-2019
TOI-163 b,2019,0.058,0.0014,-0.0014,0,16.69,0.381,-0.381,0,387.7526,38.1396,-38.1396,0,0.49,0.059,-0.055,0,1.65,0.02,-0.03,0,1.44,0.03,-0.03,0,0.22,0.041,-0.041,0,01-11-2019
TOI-150.01,2019,0.0583,0.0013,-0.0018,0,15.468,0.448,-0.448,0,556.2025,44.4962,-54.0311,0,0.83,0.1,-0.11,0,1.55,0.02,-0.03,0,1.25,0.07,-0.12,0,0.235,0.083,-0.084,0,01-11-2019
HATS-56 b,2019,0.06043,0.00022,-0.00022,0,18.921,0.437,-0.616,0,191.33366,11.12405,-11.12405,0,0.155,0.017,-0.013,0,2.2,0.04,-0.04,0,1.57,0.02,-0.02,0,0.19,0.024,-0.024,0,09-08-2019
WASP-184 b,2019,0.0627,0.0012,-0.0012,0,14.908,1.009,-1.009,0,181.1631,31.783,-31.783,0,0.32,0.09,-0.09,0,1.65,0.09,-0.09,0,1.23,0.07,-0.07,0,0.12,0.08,-0.08,0,02-10-2019
WASP-166 b,2019,0.0641,0.0011,-0.0011,0,7.062,0.336,-0.336,0,32.10083,1.58915,-1.58915,0,0.54,0.09,-0.09,0,1.22,0.06,-0.06,0,1.19,0.06,-0.06,0,0.19,0.05,-0.05,0,19-07-2019
HAT-P-69 b,2019,0.06555,0.0007,-0.00035,0,18.786,0.572,-0.37,0,1137.8314,184.3414,-184.3414,0,1.02,0.18,-0.16,0,1.93,0.06,-0.03,0,1.65,0.06,-0.03,0,-0.069,0.058,-0.075,0,12-08-2019
KELT-24 b,2019,0.067,0.002,-0.002,0,15.244,0.56,-0.56,0,1334.87931,63.56568,-63.56568,0,2.3,0.3,-0.3,0,1.52,0.03,-0.02,0,1.3,0.04,-0.03,0,0.09,0.09,-0.09,0,12-04-2022
WASP-169 b,2019,0.0681,0.0014,-0.0014,0,14.617,1.681,-0.818,0,178.30263,19.38763,-19.38763,0,0.33,0.074,-0.094,0,2.01,0.19,-0.09,0,1.34,0.08,-0.08,0,0.06,0.07,-0.07,0,04-09-2019
HD 21749 c,2019,0.0695,0.0021,-0.0023,0,0.892,0.064,-0.058,0,3.7,,,1,31.93,,,1,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0,22-04-2019
KELT-24 b,2019,0.06969,0.00087,-0.00096,0,14.258,0.235,-0.235,0,1646.3594,66.7443,-69.9226,0,3.13,0.19,-0.19,0,1.51,0.02,-0.02,0,1.46,0.06,-0.06,0,0.186,0.077,-0.076,0,06-09-2019
TOI-150.01,2019,0.07037,0.00087,-0.00088,0,14.067,0.235,-0.213,0,797.7533,38.1396,-38.1396,0,1.68,0.12,-0.12,0,1.53,0.01,-0.01,0,1.35,0.04,-0.03,0,0.28,0.036,-0.036,0,01-11-2019
TOI-270 d,2019,0.0721,0.0005,-0.0005,0,2.133,0.058,-0.058,0,4.78,0.43,-0.43,0,2.72,0.33,-0.33,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,03-08-2021
TOI-125 c,2019,0.0814,0.0013,-0.0013,0,2.759,0.1,-0.1,0,6.63,0.99,-0.99,0,1.73,0.33,-0.33,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,06-02-2020
V1298 Tau c,2019,0.0841,0.0013,-0.0013,0,5.156,0.381,-0.381,0,76.27882,,,1,3.5,,,1,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.1,0.15,-0.15,0,10-04-2023
WASP-185 b,2019,0.0904,0.0017,-0.0017,0,14.011,0.897,-0.897,0,311.4734,19.0698,-19.0698,0,0.66,0.16,-0.16,0,1.5,0.08,-0.08,0,1.12,0.06,-0.06,0,-0.02,0.06,-0.06,0,02-10-2019
TOI-172 b,2019,0.0914,0.0017,-0.0017,0,10.817,0.359,-0.325,0,1722.6386,69.9226,-63.566,0,7.53,0.65,-0.72,0,1.78,0.05,-0.04,0,1.13,0.07,-0.06,0,0.148,0.079,-0.08,0,29-03-2019
K2-290 b,2019,0.0923,0.0066,-0.0066,0,3.06,0.16,-0.16,0,10.9,,,1,4.1,,,1,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,-0.06,0.1,-0.1,0,22-01-2019
